stat, value, width, code, quant, switch
Fog, 782.76,8,M{*0RQ}FB,2062,On
Shower, 306.16,7,O{Yq2FQ}DN,2118,On
Shower, 769.81,5,SIH*5EL}RP,1626,Off
Fog,1135.74,6,D{S*6MQ}VB,2226,On
Sleet, 907.72,6,F{B*0PN}CK,1525,Off
Breeze, 987.50,7,B{Q*8MM}RG,1539,Off
Rain, 868.94,8,J{S*3EQ}QO,479,On
Rain, 726.43,5,L{U*3TP}WF,387,On
Sun,1107.34,5,O{O*3TV}FT,1209,On
Sun, 450.55,24,W{J*6YQ}XW,1786,On
Shower, 577.72,5,F{S*8IU}CD,608,Off
Shower, 382.47,6,R{Bz5ZF}WL,1540,On
Sky, 247.49,8,P{X*2MW}DY,1145,On
Mist, 468.11,22,J{H*5FC}WH,1569,On
Cloud, 882.24,24,I{D*5WT}FS,696,On
Cloud, 840.15,8,H{U*6CN7EO,1509,On
Sleet,1064.77,7,W{O*8UK}BZ,1061,On
Cloud, 926.16,5,O{U*7WH}KM,1633,On
Hail, 567.35,5,U{M*3TE}SC,1622,Off
Sleet, 204.04,5,T{W*5OJ}SY,1973,On
Snow, 145.75,8,U{D*8RH}PR,146,On
Wind, 114.19,7,J{S*7HM}YW,1961,On
Cloud, 732.81,10,R{D*2EY}KX,1872,Off
Snow, 419.47,6,B{R*6DV}OQ,1628,On
Snow, 787.41,7,E{W*5GL}OT,1990,On
Snow,  70.41,6,H{S*1HZ}JI,1995,On
Cloud, 832.34,5,X{O*6TO}UZ,1985,On
Cloud,1070.03,7,J{G*6QL}OM,1466,On
Sun, 837.78,8,V{X*7BR}HU,572,On
Wind, 187.10,5,A{D*3IV}HA,2007,On
Cloud,1124.62,5,U{U*5ZN}LV,2074,On
Wind, 187.41,6,G{A*1CP}VC,711,On
Snow, 899.45,8,J{T*7DF}YJ,1020,On
Rain, 994.07,8,I{L*2FI}YB,1580,On
Breeze, 989.41,8,D{K*1IO}NQ,2098,Off
Rain, 980.18,8,J{U*7mOO}PY,1939,On
Snow, 711.80,6,F{O*{2FJ}ZP,2143,On
Fog, 348.04,8,H{U*4SA}XU,2132,On
Fog, 667.99,19,U{T*9YX}TU,1228,Off
Sun,1074.84,9,O{I*0VM}BS,1421,On
Fog, 880.26,6,C{L*5BM}WF,2135,On
Rain,1177.89,7,L{C*1VM}OJ,2095,Off
Sleet,  37.53,5,W{L*7OW}FO,1662,Off
Hail, 529.43,5,I{V*9VT}RU,1221,On
Moon, 929.45,6,C{Z*4RU}VC,2229,On
Breeze, 207.07,5,L{Y*1WK}UJ,1088,On
Sky,1156.88,10,I{Z*02M}RP,255,On
Moon,1129.64,5,M{I*9MD}GH,885,On
Rain, 327.70,7,GjA*3TV}EP,532,On
Fog, 230.99,7,H{L*7ZN}NS,1634,On
Wind, 918.22,6,P{Y*5QD}HV,2097,On
Cloud, 205.11,8,F{O*4AK}HP,1146,On
Fog,1124.37,6,D{E*3XP}YP,2298,On
Sun, 712.78,24,B{O*8DH}PO,1300,Off
Fog, 295.57,5,I{A*5F<}JF,1426,On
Wind, 578.09,6,U{Q*9OU}KH,1115,On
Shower,1121.39,5,U{A*8UZ3ZR,1871,On
Fog,  14.20,7,A{Z*1AD}ON,1772,On
Snow, 625.26,17,K{H5JB}BJ,2098,On
Sun, 627.73,15,V{T*8AA}LK,2169,On
Cloud,  20.74,5,F{M*4KD}GS,2107,On
Rain, 948.43,6,L{J*6CG}SF,988,On
Cloud, 836.12,6,D{K*7VU}UF,1143,Off
Rain, 344.64,5,Y{Y*4XW}NY,629,On
Fog, 768.68,6,F{Z*1JN}OM,2286,On
Cloud,1050.03,7,H{P*4GM}LS,1918,On
Rain, 526.53,24,D{Y*8ZY}PP,1438,On
Cloud,1111.03,7,V{I*5VF}HL,2065,On
Rain, 900.42,6,C{T*8XX}PL,1477,On
Rain, 905.22,12,W{B*5LV}TZ,2143,On
Sun, 323.51,5,A{E*7OL}SQ,1651,On
Shower, 685.04,6,X{T*9KO}PN,1515,On
Cloud,1144.20,6,F{F*2X}UI,1957,On
Sleet, 919.63,8,I{R*1XZ}FD,893,On
Breeze,1066.31,6,L{G*5{JW}BR,1637,On
Fog, 528.17,12,L{F*6WN}CS,1948,On
Sleet,1043.88,7,U{J*0TF}CI,1038,On
Cloud, 869.74,5,U{U*1UY}FP,1411,Off
Fog, 828.28,13,R{A*0SB}MA,460,On
Cloud,1168.37,11,K{C*2RH}EE,465,Off
Fog, 219.34,7,KZ*4RZ}CO,2261,On
Wind, 698.79,19,I{Q*2FA}SW,791,Off
Hail, 203.22,7,R{D*4RM}XK,2166,Off
Breeze,1115.88,5,L{N*7JS}NS,1416,On
Snow, 826.31,8,W{Q&*4FF}OH,2053,On
Snow, 871.67,11,E{V*3SG}TV,1475,Off
Fog, 279.34,7,B{R*6DU}OL,1549,On
Sleet, 408.94,6,K{A*0SS}GF,1507,Off
Fog,1104.58,8,R{V*6BT}EX,824,On
Cloud, 465.30,10,I{PO7KK}FT,1106,On
Fog, 688.86,8,D{E*3UI}UU,2088,On
Moon, 726.31,9,S{C*8NP}RX,2262,On
Rain, 604.35,7,E{F*5MA}XM,258,On
Rain,1131.54,8,Z{E*2PY}JF,1610,Off
Hail, 686.70,7,V{Su*8CK}TP,259,On
Sun, 349.01,6,Y{E*9OP}MJ,1903,Off
Cloud, 754.27,7,O{D*5NW}XY,2030,On
Wind, 714.38,7,I{6*6ZM}HG,1492,On
Rain, 837.16,5,O{B*7EM}VM,201,Off
Sun, 787.84,8,Q{L*1QZ}OX,806,On
Rain, 153.33,18,P{P*7HC}QC,2247,On
Fog,1121.50,6,V{K*2RY}US,1698,Off
Snow, 282.77,10,Z{H*8ME}DU,1457,On
Sky, 241.90,16,U{V*7EE}RE,2083,On
Wind, 696.71,7,G{*0FB}WH,270,On
Shower,1171.01,5,S{Z*6RX}<N,2067,On
Fog,1064.91,16,C{M*8QJ}MR,374,On
Sun,1022.71,6,U{U*6YW}SL,1177,On
Fog, 781.03,6,S{S*4YE}PQ,1804,On
Cloud,1002.68,7,S{B*3QS}RX,432,On
Mist, 122.57,15,={C*2WW}IL,1862,On
Cloud,1146.31,7,P{G*3XO}HJ,615,Off
Shower,1029.03,8,I{Y*2JZ}VZ,2123,On
Fog, 283.00,5,G{D*3Uc}KB,1605,On
Hail, 168.15,5,E{U*5MC}AT,1800,On
Rain,1145.19,12,O{E*0UT}YI,2292,On
Snow, 802.24,5,I{C*9RB}AN,1510,On
Cloud, 848.41,6,I{N*2BI}VZ,1197,On
Cloud, 310.19,7,R{W*1IV}GU,744,On
Sun, 839.86,6,H{H*9FG}IF,901,On
Hail, 897.26,5,U{I*8QXjCR,1418,On
Wind,1026.83,6,D{S*1HZ}RJ,2180,Off
Snow, 919.07,8,U{N*31M}LX,816,On
Fog, 328.99,7,S{M*7DK}XY,414,On
Cloud, 750.93,6,H{D*1NL}LK,1703,Off
Wind,1146.76,5,K{P*6JU}RP,1300,On
Sun, 393.43,10,J{P*3YQ}TZ,1842,On
Shower, 582.50,6,R{H*9HY}QQ,2269,On
Sky, 500.28,20,Y{N*9FL}KJ,2216,On
Cloud, 791.67,8,K{V*1VN}JU,1837,Off
Shower, 729.25,9,Z{Q*1WF}EI,839,On
Mist, 530.95,5,W{D*8QJ}KN,1988,On
Fog,1050.20,5,Z{Q*8SB}TK,1019,On
Rain,1165.95,6,I{Q*8EJ}J,930,On
Moon,1015.98,5,K{Z*6XC}XK,1538,Off
Sky, 156.61,5,T{G*6SS}WC,1683,On
Sleet, 757.60,7,V{G*1EW}GA,1271,On
Shower, 946.11,5,E{G*6RE}SN,248,On
Hail, 963.00,23,W{A*3LY}YR,738,On
Mist,1099.88,8,Y{O*7FI}XU,1668,Off
Sun,1043.98,20,T{E*8XQ}RZ,671,On
Snow, 128.95,14,A{D*4SQ}RR,1429,Off
Snow, 764.82,5,D{Q*6PB}UC,721,On
Fog,1009.85,8,S{C*4SX}MB,870,Off
Cloud,1193.97,6,V{K*7TV}GG,2116,On
Wind, 817.65,11,X{P*0AF}QE,1664,On
Fog, 651.86,7,W{W*6OU}CY,971,On
Breeze, 859.43,8,{G*3WF}KL,2090,On
Hail, 286.88,5,N{U*7GR}MZ,1410,On
Wind, 594.29,6,V{W*4KD}EB,1414,On
Fog, 607.62,7,Y{Y*6PO}VY,883,Off
Sun, 699.62,5,R{W*1IA}JH,955,On
Shower, 969.89,7,H{O*1LRN}CV,1944,On
Fog, 835.04,6,G{L*8XO}FL,1562,On
Wind,1104.61,8,G{K*7EE}YQ,1233,On
Cloud, 535.47,6,M{U*9FF}JO,1310,On
Breeze, 660.31,8,4{M*3NP}KZ,1966,Off
Rain, 678.68,13,M{Y*3GR}HY,1992,Off
Breeze, 375.42,6,Z{B*6YJ}GL,1115,On
Fog, 291.75,7,S{M*4NA}MK,920,On
Wind, 226.61,6,C{X88NM}YT,780,On
Wind, 390.22,9,C{Y*9HI}VU,1561,On
Sun,1192.79,10,V{N*4WH}VU,712,On
Breeze, 480.69,8,I{T*2IC}LK,114,On
Rain,1171.36,5,F{D*6VK}UQ,32,Off
Shower, 823.25,5,N{H*5GI}BB,1753,On
Hail, 207.58,18,E{J*0ZF}IU,1603,On
Cloud,1184.62,6,A{O*1CS}WT,933,On
Sleet, 604.21,6,L{U*8RO}MM,2124,On
Cloud, 821.85,5,X{H*7FX}BV,2238,On
Snow, 138.72,7,B{N*3EL}GP,2040,On
Wind, 357.74,15,W{}*4MS}BN,1657,On
Breeze, 696.85,8,Y{M*7WL}DQ,1750,Off
Breeze, 156.46,7,H{=*2TQ}LO,1053,On
Fog, 932.46,7,P{P*0HR}MX,1079,On
Fog, 355.33,7,B{V*5E6}ED,909,On
Shower,1177.50,7,D{I*5Z7}FI,998,On
Shower,1116.14,6,H{Y*1JG}KV,53,On
Shower,1096.62,7,W{I*3PT}VT,2073,On
Cloud, 841.55,7,I{X*7KE}LP,1097,On
Moon,1018.92,7,U{C*0FW}SP,2185,On
Sleet,1012.55,6,T{U*4SU}HW,1258,On
Rain, 609.15,6,E{T*5BY}MB,1788,On
Sun,  16.11,8,H{P*3KX}TH,1801,On
Hail,1139.74,8,F{B*1JP}IH,2138,On
Cloud,1180.83,16,V{J*5VF}RJ,2052,On
Rain, 309.47,5,G{N*6EK}ME,2106,Off
Cloud, 402.08,24,Q{C*6ZS}GE,577,On
Cloud, 899.21,6,X{R*4RD}SS,1783,On
Fog, 166.46,6,N{C*8TJ}JS,2101,On
Fog,1021.88,6,Q{Z*6LX}KL,773,Off
Cloud, 787.41,7,M{N*2YQ}XR,1234,On
Fog, 883.70,7,V{I*4DD}KF,644,On
Sleet,1103.62,6,I{O*6NV}BX,422,On
Rain, 281.34,9,X{V*0GL}GX,1177,On
Fog,1069.47,5,H{Y*8VK}FA,127,Off
Snow, 231.52,5,T{T*7TD}MU,1562,On
Cloud, 296.11,8,B{H*1UC}YN,476,Off
Sky,1219.11,8,R{U*8SF}BX,1651,Off
Breeze, 377.04,6,H{J*6QA}WT,2251,Off
Snow, 785.16,5,U{E*8NI}ZX,92,On
Shower, 426.18,8,S{H*8I4}UX,1779,On
Cloud,1198.15,7,Y{Z*5QY}KQ,111,On
Cloud,  47.03,18,L{A*6KX}LC,97,On
Fog, 934.22,8,Z{J*2XB}BW,2157,On
Fog, 464.66,19,L{D*LSB}AK,669,On
Snow, 110.41,22,P{BE*5DA}FR,1858,On
Sun, 203.05,7,Q{D*3JK}MP,172,On
Breeze,1147.24,5,Z{N*57M}MA,1655,On
Shower, 963.19,5,D{X*5LL}TZ,849,On
Sky, 650.96,5,X{W*7WY}VN,2257,On
Fog,1184.97,8,W{R*0WXbDY,1593,On
Mist,  67.29,8,U{C*8KQ}OG,2250,On
Wind, 753.75,6,O{J*5XJ}GP,2249,On
Cloud, 723.82,5,Q{Q*5BD}FR,2267,Off
Fog, 552.75,7,I{J*3UW}WW,1622,On
Cloud, 862.49,17,Z{V*3!I}FJ,100,On
Fog, 120.34,15,S{M*7JU}JZ,401,On
Snow,1219.77,7,F{E*9PP}ZM,2194,On
Mist,1201.12,7,T{B*1UYETF,1035,On
Mist, 746.01,5,Y{Z*5CC}DU,407,On
Wind,1198.10,8,O{N*1RV}LR,2090,On
Wind, 719.39,8,W{Q*1GW}GK,2125,Off
Rain, 652.69,5,M{Q*5DO}FF,1866,Off
Snow, 299.28,12,F{K*8OD}IG,1748,On
Wind, 164.29,5,L{C*8LB}NO,1878,On
Wind,  28.22,7,U{N*7TU}NB,134,On
Breeze, 833.96,7,H{V*7NG}QA,2224,On
Cloud, 164.14,16,M{D#*8QT}FC,1080,On
Wind, 592.55,7,Q{Q*5JO}XW,1933,On
Fog, 757.26,8,U{G*4BB}TJ,1746,On
Fog,1031.68,5,O{K*6KV}NV,826,On
Fog, 733.21,19,G{I*4NL8}HC,1384,On
Moon, 744.22,8,J{X*0IGLL,1490,On
Snow, 361.29,7,Q{C*4YC}JL,2183,On
Breeze, 348.92,8,L{O*2RW}RH,1249,On
Rain, 691.09,8,T{C*8OM}SZ,1903,On
Fog, 727.90,5,W{X*1JV}KD,2123,On
Shower, 288.53,10,Y{N*5WP}MW,2104,On
Fog, 413.17,6,O{P*9OS}GZ,2032,On
Moon, 444.43,6,O{M*5CJ}OK,1698,On
Fog, 940.10,5,P{0*5HI}LV,1155,Off
Rain, 540.99,7,H{Z*O5II}WK,1619,On
Wind,1036.70,21,J{1*5JY}TH,2201,On
Fog, 642.37,5,Z{S*7RJ}UA,990,On
Cloud,1150.09,6,F{L*RGP}KU,2279,On
Fog,1111.09,5,O{R*1KR}BW,1845,On
Breeze, 666.39,7,L{T*9HF}PC,128,On
Fog,1001.22,6,Y{J*9QJ}LU,1800,On
Fog, 984.40,11,Z{C*1QF}XL,815,On
Rain,1166.94,9,B{D*5GA}US,257,Off
Rain,1085.94,7,Y{V*1OX}LG,484,On
Wind,  54.27,9,M{N*5MR}FA,1334,On
Fog, 733.27,5,P{X*5TN}SE,2234,On
Rain,1200.61,6,Q{Rg1FL}MY,1188,On
Breeze,1180.20,8,R{N*9HP}MT,2152,On
Fog, 962.04,8,J{R*2ZC}KK,1231,Off
Rain, 871.88,6,D{Q*1CR}XZ,1287,Off
Cloud, 909.66,8,E{W*9QO}IM,528,On
Hail,  76.31,6,T{D*1LK}RD,1359,On
Fog, 453.20,6,H{K*3NR}SM,588,On
Sun,  37.73,7,X{U*0SS}HO,1916,On
Wind, 904.00,5,4{X*5PP}SY,94,On
Wind, 378.08,24,M{Q*7TV}9V,347,On
Moon, 757.06,19,I{R*4AM}GA,1911,On
Shower, 582.82,8,W{X*6B7}SL,1750,On
Shower, 140.11,12,T{R*3JM}OZ,418,On
Sky, 783.00,19,R{J*1DW}TG,1668,On
Sun,1104.22,6,T{B*4TS}YI,2077,On
Snow, 767.27,10,D{D*3UU}EP,742,On
Hail,1026.85,10,P{X*0WS}XP,2102,On
Mist, 905.38,7,K{N*4XS}JK,1946,On
Snow, 943.44,7,A{J*1ST}JK,1015,On
Hail,1080.94,8,C{J*8HW}QH,2154,On
Cloud,1080.45,7,R{L*7JG}GW,2100,On
Breeze, 456.19,8,W{N*2GJ}HH,1642,On
Breeze,1070.38,6,E{D*ZN}CZ,2294,On
Breeze,1096.82,19,T{X*7OC}CE,127,On
Rain,  79.34,5,G{G*7PT}PZ,147,On
Sun, 984.31,6,L{K*4BU}WS,1372,On
Fog,1163.30,24,W{P*7HZ}QO,357,Off
Shower, 742.93,5,E{D*2UE}VK,1981,On
Hail, 626.27,5,V{C*7RU}SO,2225,On
Sleet, 831.17,8,K{H*6CW}RH,1138,On
Shower,1068.10,20,X{W*9JQ}WX,727,On
Sun,1124.87,7,R{Z*0NB}HH,2271,On
Hail, 174.29,7,C{A*0JY}MM,1396,On
Rain,1023.45,5,N{T*0Vh}HV,2032,On
Breeze, 460.71,6,C{Z*1YR}VY,2143,On
Fog,1184.55,7,J{Y*5LH}ML,1515,On
Rain,  49.43,7,K{E*6PN}NW,894,On
Mist, 587.74,5,Z{K*4RH}XW,29,On
Hail, 385.21,15,C{M*2TK}TA,1419,Off
Shower,  61.14,7,X{P*1WR}GN,1390,On
Breeze,1138.53,7,U{O*6SB}XM,1718,On
Fog,  91.49,16,D{U*7IY}DC,728,On
Fog, 665.72,8,M{P*5DX}MI,2048,On
Sleet, 451.83,6,V{F*PLR}ZB,332,On
Cloud,1181.07,7,O{R*i3LS}MI,346,Off
Fog, 154.14,6,H{J*2WG}UF,1902,Off
Sun, 587.20,8,E{T*7KR}BP,1747,On
Wind, 315.79,7,Q{P*8JM}DI,2136,On
Rain, 276.56,6,F{R*3JD}VU,568,On
Shower, 881.97,8,C{G*6TD}LN,1108,Off
Shower, 123.77,5,S{Q*7KX}WW,958,Off
Sun, 850.77,6,W{R*9GW}HI,498,On
Wind, 137.08,10,E{Z*7SZ}UO,1442,On
Rain,1114.07,7,D{H13WN}IF,1535,Off
Sky,1134.74,23,Q{J*0N9}QZ,1784,On
Cloud, 985.01,12,N{Y*5NB}BO,2087,On
Shower, 486.75,7,8{T*0HU}ON,113,On
Rain, 498.83,5,D{O*6TR}KS,1646,Off
Cloud,1121.77,6,F{N*7ZX}HT,989,On
Shower, 220.12,7,D{I*0PE}GV,1892,On
Shower, 987.96,8,Y{W*0CF}PD,772,On
Breeze, 735.26,6,A{X*4PC}GU,1237,On
Shower,1034.59,7,M{J*3JM}LN,58,On
Cloud, 613.31,17,I{C*2PN}NC,1988,Off
Breeze, 438.31,5,M{W*2GU}FA,2051,On
Fog, 224.60,8,N{J*1ZD}ZN,1761,On
Snow, 795.50,23,I{D*9DU}WT,1565,On
Moon, 718.00,5,K{X*1UR}JA,973,Off
Shower, 655.46,6,S{G*9CQ}ZT,1728,On
Sleet, 859.01,8,S{S*9sX}IN,1240,On
Wind, 611.17,23,Q{P*5TH}NT,2297,On
Hail, 571.84,17,C{G*6MP}OQ,96,Off
Fog,1136.35,7,W{Y*7VT}XN,2134,On
Fog,  71.45,9,D{Q*0AP}AI,477,Off
Rain, 691.31,5,K{RO8CQ}KN,128,On
Shower, 946.15,6,V{E*9CM}AE,2295,Off
Breeze, 679.00,22,S{Y*1HA}SI,1556,On
Rain, 256.19,13,X{U*7AG}AI,970,On
Sun, 849.00,6,W{D*6PA}TH,611,On
Fog, 887.86,5,L{Q*7NU}QY,1781,On
Hail, 785.97,8,Y{K*1DI}DI,380,On
Breeze,1127.45,6,BvN*5YB}ZW,1477,Off
Sleet, 283.80,6,B{H*1LQ}VU,1770,On
Rain, 579.34,23,W{W*4US}GA,2079,On
Mist,1092.90,7,S{Z*XZ}CW,2057,On
Fog,  28.97,22,M{O*5MA}DE,1970,On
Mist, 399.71,16,U{Z*8QV}YP,2094,On
Cloud,1088.91,6,V{C*3SW}MM,1826,Off
Moon, 473.81,5,B{P*0MD}YC,1364,On
Snow,1019.06,6,Y{H*5YJ}QX,2222,On
Sun, 336.50,6,Z{X*8SO}YA,1687,On
Shower, 823.81,16,H{A*9JS}EU,2207,On
Breeze,  13.45,6,Q{Q*9LE}FM,1276,On
Mist,1114.01,5,S{U*9FF}BV,1779,On
Sleet, 914.70,7,B{F*1WE}EY,1486,On
Fog, 648.29,7,S{G*8BU}KR,587,On
Breeze,1173.20,7,O{J*7AO}EV,573,On
Fog, 289.97,6,L{R*8YT}ES,2173,Off
Fog, 397.08,6,G{D*2MV}ZN,381,On
Breeze,1195.53,5,V{C*4SY}YE,829,On
Rain, 950.49,6,L{U*5HB}MA,796,On
Wind,1135.75,8,S{F*5HP}UU,1706,On
Mist,1007.96,6,G{Z*1FP}JH,1699,On
Cloud, 426.17,12,U{I*4NQ}GF,1260,On
Mist,1077.09,8,T{B*9LK}MZ,1920,On
Sleet,1204.45,8,B{I*1ZC}1Q,2215,Off
Mist, 554.33,8,M{Y*0Q2}NN,442,On
Rain,  31.16,8,U{8*2OU}LN,385,On
Fog,1154.39,5,M{T*4DH}KS,1934,On
Cloud, 995.17,22,B{S*5GA}RU,824,Off
Snow, 711.55,8,S{M*2JQ}UI,1800,On
Fog, 526.04,7,H{O*2PBCM,177,On
Sky,  15.78,7,U{I*7HK}JZ,1769,On
Rain, 497.57,13,H{R*9EC}EO,2009,On
Cloud,1125.53,14,U{F*3LH}UN,92,Off
Moon, 918.27,5,Q{X*4OJ}TV,651,Off
Wind, 555.15,7,X{I*6K9}LZ,1674,On
Breeze, 866.85,6,X{Q*6JU}OZ,149,Off
Fog, 290.83,5,M{Z*3DT}ZL,507,On
Rain,1107.14,7,S{B*2CR}PV,149,On
Rain,  74.28,6,K{G*(XJ}SN,1677,On
Snow, 420.89,6,W{K*2UE}NT,1792,Off
Fog, 859.08,6,N{T*2PR}CY,2282,On
Mist, 851.49,6,N{S*7DM}OS,1004,On
Sleet, 310.11,5,P{M*3JJ}KC,567,On
Rain, 724.58,6,K{H*4II}SO,2161,On
Sleet, 734.23,7,K{P*8VU}AI,2160,Off
Rain,1082.12,9,V{Y*0JK}LR,2078,On
Snow, 535.05,16,V{R*1ZX}PS,1817,Off
Mist,1205.67,22,U{Z*3BY}PJ,1890,Off
Cloud, 197.62,6,C{S*0NO}YU,1184,On
Sun, 915.81,8,L{Q*9TA}FW,771,Off
Sun,1027.11,8,C{C*9NV}US,2175,On
Fog, 533.99,5,9{J*3UT}RG,1939,On
Snow,  86.42,8,D{Y*5DQ}ND,485,On
Shower, 771.01,8,Z{B*7HJ}MZ,1979,On
Hail,1042.97,8,L{W*5JD}FE,377,Off
Shower, 341.95,23,X{I*4DD}QN,1423,Off
Breeze,  63.28,7,K{O*7DO}IM,1178,On
Rain, 144.85,8,H{D*7WC}DN,1524,On
Shower, 670.28,8,I{L*84WF}QT,1657,On
Shower, 682.16,24,J{N*4QV}JG,1568,On
Fog,1158.21,15,U{X*8RX}MQ,2075,On
Rain, 349.15,6,V{V*0XD}CK,1481,On
Wind, 401.48,7,B{V*4PQ}SB,280,On
Snow,1088.53,20,F{V*7DA}AM,957,Off
Cloud,1125.33,5,Y{G*8QX}OM,1092,On
Sun, 951.69,19,L{T*1GV}EA,1217,On
Fog,  82.13,7,D{N*0HS}HT,270,On
Sleet,1132.62,18,H{K*9WX}CZ,1287,On
Sleet, 946.60,5,B{X*4UD}AH,1383,On
Breeze, 957.81,6,C{K*7UB}YV,260,On
Rain, 989.35,6,Q{R*2CU}iAW,1908,On
Sleet, 811.08,6,T{W*02K}YN,1068,On
Hail, 314.70,6,A{N*4MG}PA,1997,On
Fog, 236.22,8,E{E*3FL}SP,2104,On
Snow,1000.33,5,U{H*0YI}MF,2023,On
Shower,1161.34,7,M{R*6HC}JM,1013,On
Sun, 970.05,6,C{K*4LF}NJ,180,On
Fog,1123.86,8,V{X*3BJ}TL,806,On
Snow, 175.45,5,Z{E*8OD}IX,1498,On
Sun,1148.42,18,[{M*3DZ}NU,231,On
Fog,1092.76,9,G{W*2VU}XA,1491,On
Breeze,1188.53,5,Q{N*3TT}DG,2051,On
Sleet,1054.58,5,R{SF5QC}VB,1063,On
Shower,1053.66,5,A{R*5KGr}HE,530,On
Snow, 927.95,5,J{X*0GU}WG,1658,On
Sky,1029.87,8,K{F*0MD0GB,937,On
Sun, 409.09,14,Q{W*2VC}ZF,339,Off
Mist, 926.21,6,O{M*1YF}MO,1194,On
Breeze, 671.35,5,U{H*7YN}ZK,347,On
Cloud, 447.09,6,P{Z*2DS}MH,1448,On
Fog,1097.51,9,L{F*4Y6}ZI,531,On
Sleet, 732.81,7,F{D*1SK}KP,2082,On
Sun, 585.33,5,I{U*3RP}DZ,1697,On
Rain,1150.90,7,H{X*5PA}FK,1890,On
Sun, 373.81,8,H{O*17DK}UL,1842,On
Snow, 723.77,11,I{X*4XK}ZL,1399,On
Shower, 746.34,6,L{Z*4VE}FQ,1294,On
Fog,1049.34,5,U{X*2SW}WN,1963,On
Fog, 308.31,7,H{O*9CC}RP,1962,On
Cloud, 188.68,7,G{G*6ME}XU,2055,On
Snow, 551.13,10,Y{S*1YV}KD,1628,On
Rain, 988.10,6,K{K*6PE}LA,1909,On
Hail, 496.10,5,A{C*4TK}HN,615,On
Rain,1141.64,7,W{O*4PY}LK,1583,Off
Mist, 667.36,14,X{F*4DF}ZK,2090,On
Cloud, 813.04,7,D{Q*4LM&}WK,1887,On
Cloud, 742.67,8,S{G*4RV}HO,603,On
Fog, 219.92,5,M6A*4DW}II,1951,On
Cloud, 280.54,6,T{C*8HJ}TZ,1733,On
Cloud, 822.27,6,P{I*2TE}FL,538,On
Snow, 568.28,8,R{W*9AB}HS,1798,On
Sky, 301.89,7,G{P*0KX}JD,355,On
Shower,1009.68,6,T{Q*9LN}ZV,1636,On
Moon, 904.40,6,O{I*8ZO}MV,2127,On
Rain, 961.02,8,D{D*8LB}SM,26,On
Breeze, 998.75,22,U{X*7YR}IP,2008,Off
Rain, 252.59,5,X{A*2EB}NP,337,On
Sleet, 109.08,7,Y{J*2X}PJ,88,On
Sleet, 377.58,6,M{K*4CM}WI,682,On
Sleet, 953.66,8,M{W*3LY}BT,579,On
Fog,1148.95,7,U{I*4LL}SB,2281,On
Wind, 576.84,8,G{U*4YX}BE,2205,On
Breeze, 368.50,8,Y{w*8RJ}BC,4,On
Fog, 575.24,18,C{C*4EB}IS,228,On
Cloud, 755.93,5,T{H*3ED}AE,2056,Off
Cloud,  11.16,11,L{J*0NI}OR,1335,Off
Snow,1183.22,7,Q{K*2KF}LH,1578,Off
Rain, 168.46,7,A{A*3V6}SH,652,On
Mist, 495.60,12,U{B*1BD}DU,49,On
Cloud, 199.60,7,Z{P*0UB}OO,1714,On
Snow, 123.43,21,K{A*6BB}KW,1171,On
Cloud,1121.02,14,M{G*7FE}BG,1894,Off
Rain, 683.30,6,B{G*8PU}LN,1600,On
Hail, 935.68,5,T{s*1KC}MZ,262,On
Breeze, 118.15,5,R{E*4PT}WX,804,On
Cloud, 532.48,8,F{H*8KE}RD,1735,On
Breeze, 914.10,8,M{N*HWP}ER,1830,On
Breeze, 265.93,17,A{Z*3HG}SJ,1543,On
Moon, 835.27,11,I{O*1QU}YW,912,On
Snow, 826.85,5,O{I*5SV}LT,1597,On
Fog, 410.63,5,L{E*4DX}DD,1804,On
Snow, 739.62,5,W{D*3DC}JR,1823,On
Rain, 702.11,8,N{M*3BHvKR,2028,On
Sun, 607.92,6,J{Q*6}M}KL,768,Off
Sky, 394.00,5,C{Q*7DF}NE,1349,On
Cloud, 785.97,6,C{D*8BL}PN,1540,On
Cloud,1198.50,5,X{D*7YE}NP,1974,On
Rain, 703.35,18,I{e*4FO}TC,373,Off
Rain,1163.05,8,N{V*1HJ}EZ,1500,On
Shower, 873.83,7,Z{S*9QR}LZ,2148,On
Fog, 716.02,8,D{G*8JI}DO,797,On
Sun,1085.17,10,K{S*7UQ}YD,2161,Off
Wind, 262.05,5,I{V*9FT}CC,1347,Off
Sky, 353.45,8,P{X*6GU}ST,495,Off
Fog, 615.26,5,Y{P*9TG}GP,902,Off
Snow, 683.94,20,I{V*7YY}LQ,96,On
Snow, 968.97,6,R{Z*2RG}DA,1191,On
Fog,1191.75,8,C{O*5XK}KY,1586,On
Shower,1174.92,5,F{R*1Ga}SR,2091,On
Snow, 554.91,6,L{Q*6OG}GK,2165,Off
Rain, 142.04,10,C6J*2MN}CU,1099,On
Rain, 242.75,7,U{Y*9HI}EX,2018,On
Sleet, 646.01,7,M{U*5QL}DR,326,On
Cloud, 193.97,8,H{U*7UY}GA,1585,On
Cloud,1084.38,11,J{O*5LE}KJ,2205,On
Hail, 719.43,8,N{D*1OO}OP,2095,On
Breeze, 571.96,5,F{D*1WJ}IZ,1538,On
Snow,1166.07,21,N{E*1WN}FG,1977,On
Wind, 392.70,6,V{K*1UM}DZ,1453,On
